,instruction,output
5402,User asked: 'I have an incorrect charge and would like a refund.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5403,User asked: 'I want a refund on the things i bought',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5404,User asked: 'I would like my money back for an item I purchased',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5405,User asked: 'Please could you give me a refund',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5406,"User asked: 'If I bought something I didn't like, can I get a refund?'","To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5407,User asked: 'I bought something that I need a refund for.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5408,User asked: 'I want to cancel a purchase',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5409,User asked: 'Am I able to get a refund for something I bought?',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5410,"User asked: 'My order hasn't shown up yet, what can I do?'","To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5411,User asked: 'My package is taking too long to arrive and I don't want it anymore. Can I get a refund?',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5412,User asked: 'I would like to cancel my order.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5413,User asked: 'I want this fee reversed from my account.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5414,User asked: 'I want a refund',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5415,User asked: 'I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5416,User asked: 'I ordered something online a while ago and I haven't gotten it. I would like a refund.',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5417,"User asked: 'I received the wrong color and size, can I return it?'","To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5418,User asked: 'Is it possible to get a refund?',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5419,User asked: 'What's your refund policy if I bought an item from you?',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5420,User asked: 'I want to cancel my purchase',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
5421,User asked: 'Can I get an item refunded?',"To request a refund, go to the transaction in the app and tap 'Dis__pute'. You can also call our helpline."
